timeline,KM_estimate
-0.0027378507871321013,0.9993999999999983
0.0,0.9941999999999983
0.0027378507871321013,0.9917983090085543
0.0054757015742642025,0.9897966978904754
0.008213552361396304,0.9881954089960114
0.010951403148528405,0.9866938965228615
0.013689253935660506,0.9849916643084418
0.01642710472279261,0.9835893983637273
0.019164955509924708,0.982487617978595
0.02190280629705681,0.9807848664742993
0.024640657084188913,0.9798834097955551
0.02737850787132101,0.9791822051473666
0.030116358658453114,0.977980140036189
0.03285420944558522,0.9767779517878356
0.03559206023271732,0.9758760330881235
0.038329911019849415,0.9750741628883804
0.04106776180698152,0.9738712339324167
0.04380561259411362,0.9726683049764523
0.04654346338124572,0.9714652520327587
0.049281314168377825,0.9704627079130141
0.05201916495550993,0.9697608545236767
0.05475701574264202,0.9691592659042451
0.057494866529774126,0.9681565144651314
0.06023271731690623,0.9675548012802555
0.06297056810403832,0.9665519459721297
0.06570841889117043,0.9659501703494424
0.06844626967830253,0.9654485344072178
0.07118412046543464,0.9649467941856152
0.07392197125256673,0.9642443578753712
0.07665982203969883,0.9636422696094495
0.07939767282683094,0.9628391507265567
0.08213552361396304,0.9622366230978168
0.08487337440109514,0.9616340954690779
0.08761122518822724,0.9610315678403365
0.09034907597535935,0.9604289142651853
0.09308692676249145,0.9598261976575506
0.09582477754962354,0.9587211015539046
0.09856262833675565,0.9582187325004814
0.10130047912388775,0.9576156999438409
0.10403832991101986,0.9571131728133081
0.10677618069815195,0.956610487323385
0.10951403148528405,0.9560072647354775
0.11225188227241616,0.9556051163435383
0.11498973305954825,0.9551020603757856
0.11772758384668036,0.9548002267951343
0.12046543463381246,0.9544982977680041
0.12320328542094455,0.9540956832798602
0.12594113620807665,0.953592362071125
0.12867898699520877,0.9534916978293778
0.13141683778234087,0.9532902630141608
0.13415468856947296,0.9528873933837276
0.13689253935660506,0.9521822224614654
0.13963039014373715,0.951879942390843
0.14236824093086928,0.9517791610311401
0.14510609171800137,0.951476752909652
0.14784394250513347,0.951073499358939
0.15058179329226556,0.9507709629897221
0.15331964407939766,0.9505692078782119
0.15605749486652978,0.9503674313535092
0.15879534565366188,0.950064702292768
0.16153319644079397,0.9499637604416963
0.16427104722792607,0.9495599072116221
0.16700889801505817,0.9492569528649623
0.1697467488021903,0.9488528847781831
0.17248459958932238,0.9483476921018013
0.17522245037645448,0.9482466320323093
0.17796030116358658,0.9480444472493597
0.1806981519507187,0.9475389313875451
0.1834360027378508,0.9470331996777965
0.1861738535249829,0.9470331996777965
0.188911704312115,0.9467296309632927
0.19164955509924708,0.9464260297988996
0.1943874058863792,0.9461222337268476
0.1971252566735113,0.9456157985305477
0.1998631074606434,0.9451092005456911
0.2026009582477755,0.9450078483526038
0.2080766598220397,0.9449064744147834
0.2108145106091718,0.9449064744147834
0.2135523613963039,0.9446020586691606
0.216290212183436,0.94439902759798
0.2190280629705681,0.9439928781398144
0.22176591375770022,0.943688233278108
0.2245037645448323,0.9433835556306883
0.2272416153319644,0.9429771437596584
0.2299794661190965,0.9427737844446343
0.2327173169062286,0.9424685808886472
0.23545516769336072,0.942061554941384
0.23819301848049282,0.942061554941384
0.24093086926762491,0.9419596884237635
0.243668720054757,0.9419596884237635
0.2464065708418891,0.9416539566196661
0.24914442162902123,0.941246181819786
0.2518822724161533,0.9408382302836191
0.2546201232032854,0.9406341438996101
0.25735797399041754,0.9405320453276034
0.2600958247775496,0.9403277816626388
0.26283367556468173,0.9400212529931844
0.2655715263518138,0.9399190545529799
0.2683093771389459,0.9398168116448374
0.27104722792607805,0.9395098825750644
0.2737850787132101,0.9393051740267309
0.27652292950034224,0.9392027974410054
0.2792607802874743,0.9391003426796389
0.28199863107460643,0.9388953884363659
0.28473648186173856,0.9385878563733336
0.2874743326488706,0.938382790204146
0.29021218343600275,0.9381776792117507
0.2929500342231348,0.9378698781358934
0.29568788501026694,0.9377672553239736
0.29842573579739906,0.9375619647689561
0.30116358658453113,0.9372539277637745
0.30390143737166325,0.9369457894861538
0.3066392881587953,0.9368430316676085
0.30937713894592744,0.9367402400248964
0.31211498973305957,0.9365345438808429
0.31485284052019163,0.9364316506108049
0.31759069130732376,0.9361229029515208
0.3203285420944558,0.9359169353161083
0.32306639288158795,0.9356079158569467
0.3258042436687201,0.9356079158569467
0.32854209445585214,0.9354017212749401
0.33127994524298426,0.9351954129994058
0.33401779603011633,0.9350922361003534
0.33675564681724846,0.9350922361003534
0.3394934976043806,0.934885813973179
0.34223134839151265,0.9346793462580784
0.34496919917864477,0.934472810108203
0.34770704996577684,0.9341628688776539
0.35044490075290896,0.9340595322771152
0.3531827515400411,0.9339561728069075
0.35592060232717315,0.9338527561118789
0.3586584531143053,0.9337493050477266
0.3613963039014374,0.9337493050477266
0.36413415468856947,0.933438814256865
0.3668720054757016,0.9332317515207823
0.36960985626283366,0.9332317515207823
0.3723477070499658,0.9331281856844134
0.3750855578370979,0.9331281856844134
0.37782340862423,0.932920939002418
0.3805612594113621,0.9327136002005509
0.38329911019849416,0.9326098616175018
0.3860369609856263,0.9325060653056926
0.3887748117727584,0.9325060653056926
0.3915126625598905,0.9325060653056926
0.3942505133470226,0.9325060653056926
0.39698836413415467,0.9325060653056926
0.3997262149212868,0.9322981023116462
0.4024640657084189,0.9319860534098344
0.405201916495551,0.9317779511315248
0.4079397672826831,0.9317779511315248
0.4106776180698152,0.9315696860552768
0.4134154688569473,0.9314655418757286
0.4161533196440794,0.9313613744029178
0.4188911704312115,0.9313613744029178
0.4216290212183436,0.9312571369799292
0.4243668720054757,0.9312571369799292
0.4271047227926078,0.9311528061333048
0.42984257357973993,0.9311528061333048
0.432580424366872,0.9308396030367249
0.4353182751540041,0.9307351434246685
0.4380561259411362,0.9306305899374272
0.4407939767282683,0.930421412461605
0.44353182751540043,0.9303167884413133
0.4462696783025325,0.9302121291108557
