,baseline hazard
-0.0027378507871321013,0.0005566521464659678
0.0,0.004827064024719344
0.0027378507871321013,0.002238587354611425
0.0054757015742642025,0.0018716328329664842
0.008213552361396304,0.0015009261429509045
0.010951403148528405,0.0014104382480006222
0.013689253935660506,0.00160175167777202
0.01642710472279261,0.0013219655333535068
0.019164955509924708,0.0010410522933747897
0.02190280629705681,0.0016110156653972136
0.024640657084188913,0.0008546193967880108
0.02737850787132101,0.0006653678416213209
0.030116358658453114,0.0011418745283097264
0.03285420944558522,0.0011434674619295205
0.03559206023271732,0.0008592784857331001
0.038329911019849415,0.0007647668088460192
0.04106776180698152,0.0011483857155253382
0.04380561259411362,0.0011501589429940733
0.04654346338124572,0.001151907856651325
0.049281314168377825,0.0009613839896907752
0.05201916495550993,0.0006737922783928016
0.05475701574264202,0.0005780111475537161
0.057494866529774126,0.0009639781941750258
0.06023271731690623,0.0005792506488199905
0.06297056810403832,0.0009661508623302368
0.06570841889117043,0.0005806322138107614
0.06844626967830253,0.0004843332867547097
0.07118412046543464,0.0004847934543480984
0.07392197125256673,0.0006791148249512989
0.07665982203969883,0.0005825363245558916
0.07939767282683094,0.0007776224012362896
0.08213552361396304,0.0005840259014221104
0.08487337440109514,0.0005845198367237958
0.08761122518822724,0.0005848729322208066
0.09034907597535935,0.0005854279267945064
0.09308692676249145,0.0005858104897218329
0.09582477754962354,0.0010748273043568535
0.09856262833675565,0.0004894527993728794
0.10130047912388775,0.0005881592352325496
0.10403832991101986,0.0004904810764873591
0.10677618069815195,0.0004908329962036107
0.10951403148528405,0.0005893325107514722
0.11225188227241616,0.00039318633294824467
0.11498973305954825,0.0004921771960919138
0.11772758384668036,0.0002954380551639474
0.12046543463381246,0.0002956497183971639
0.12320328542094455,0.00039440280792589667
0.12594113620807665,0.0004932357394457475
0.12867898699520877,9.871679148676748e-05
0.13141683778234087,0.00019755966701326188
0.13415468856947296,0.00039526104078306957
0.13689253935660506,0.0006921504290648961
0.13963039014373715,0.000297087016816835
0.14236824093086928,9.907635271742307e-05
0.14510609171800137,0.00029736663775672707
0.14784394250513347,0.000396642059794201
0.15058179329226556,0.0002977094052381468
0.15331964407939766,0.0001986150354151765
0.15605749486652978,0.0001986879218861546
0.15879534565366188,0.0002981363803560822
0.16153319644079397,9.946293236682913e-05
0.16427104722792607,0.0003979522385306218
0.16700889801505817,0.0002987775078540655
0.1697467488021903,0.00039873309290946297
0.17248459958932238,0.0004988497237607591
0.17522245037645448,9.98598755613792e-05
0.17796030116358658,0.0001998351797000615
0.1806981519507187,0.000499883634053021
0.1834360027378508,0.0005005124077597122
0.1861738535249829,0.0
0.188911704312115,0.00030062908268615324
0.19164955509924708,0.0003008501604917758
0.1943874058863792,0.0003011788697512254
0.1971252566735113,0.0005023225536981955
0.1998631074606434,0.0005030545922823094
0.2026009582477755,0.00010071873799721406
0.2080766598220397,0.00010076264032155603
0.2108145106091718,0.0
0.2135523613963039,0.0003027142937528066
0.216290212183436,0.00020196601550594495
0.2190280629705681,0.0004041621367048034
0.22176591375770022,0.0003034210743288557
0.2245037645448323,0.0003035227508790432
0.2272416153319644,0.00040501969167097126
0.2299794661190965,0.00020283234196370725
0.2327173169062286,0.0003044988583596875
0.23545516769336072,0.0004062595935362538
0.23819301848049282,0.0
0.24093086926762491,0.00010171892576118515
0.243668720054757,0.0
0.2464065708418891,0.0003053564562523433
0.24914442162902123,0.00040746862189723566
0.2518822724161533,0.0004078263784055233
0.2546201232032854,0.0002041179980729018
0.25735797399041754,0.00010217803227273926
0.2600958247775496,0.00020448651202085432
0.26283367556468173,0.0003069597403537812
0.2655715263518138,0.00010241249877006489
0.2683093771389459,0.00010246609443938317
0.27104722792607805,0.0003076428662290784
0.2737850787132101,0.000205237762943081
0.27652292950034224,0.00010267935164331781
0.2792607802874743,0.00010276288173368886
0.28199863107460643,0.00020557898752152738
0.28473648186173856,0.0003086175914861343
0.2874743326488706,0.000205889028341149
0.29021218343600275,0.00020601955125463097
0.2929500342231348,0.00030927155072949555
0.29568788501026694,0.00010315648872880971
0.29842573579739906,0.00020637224947143163
0.30116358658453113,0.0003097385467048665
0.30390143737166325,0.0003099981614688663
0.3066392881587953,0.00010341821282986553
0.30937713894592744,0.00010350084127893945
0.31211498973305957,0.00020714989377301608
0.31485284052019163,0.00010365319516780693
0.31759069130732376,0.0003110605700311141
0.3203285420944558,0.00020761666238254702
0.32306639288158795,0.00031158102639791365
0.3258042436687201,0.0
0.32854209445585214,0.00020802812862812643
0.33127994524298426,0.00020820530904419046
0.33401779603011633,0.00010418194024969784
0.33675564681724846,0.0
0.3394934976043806,0.00020847907293183152
0.34223134839151265,0.00020857647623840698
0.34496919917864477,0.00020872842371253184
0.34770704996577684,0.00031327306490096756
0.35044490075290896,0.00010449529377354392
0.3531827515400411,0.00010455039813626489
0.35592060232717315,0.00010461870440049395
0.3586584531143053,0.00010469029313858822
0.3613963039014374,0.0
0.36413415468856947,0.0003142859156479421
0.3668720054757016,0.0002097261447544557
0.36960985626283366,0.0
0.3723477070499658,0.0001049528487890013
0.3750855578370979,0.0
0.37782340862423,0.00021002866867611138
0.3805612594113621,0.00021017479220600347
0.38329911019849416,0.0001052112603462553
0.3860369609856263,0.0001053247364691311
0.3887748117727584,0.0
0.3915126625598905,0.0
0.3942505133470226,0.0
0.39698836413415467,0.0
0.3997262149212868,0.00021113357614681657
0.4024640657084189,0.0003169857414454631
0.405201916495551,0.00021150202850520164
0.4079397672826831,0.0
0.4106776180698152,0.0002117440240846277
0.4134154688569473,0.0001059102029404882
0.4161533196440794,0.00010595742165326057
0.4188911704312115,0.0
0.4216290212183436,0.00010603663047979087
0.4243668720054757,0.0
0.4271047227926078,0.00010614311080426564
0.42984257357973993,0.0
0.432580424366872,0.00031872694553934015
0.4353182751540041,0.00010634917442607782
0.4380561259411362,0.00010647493936775711
0.4407939767282683,0.0002130616710126415
0.44353182751540043,0.00010658271116965117
0.4462696783025325,0.000106630269965438
0.4490075290896646,0.00021341801799753073
0.4517453798767967,0.00021352309385306868
0.4544832306639288,0.0003204974323062541
0.45722108145106094,0.00010694514582444891
0.459958932238193,0.00010716135445211406
0.46269678302532513,0.00010723623338170136
0.4654346338124572,0.0
0.4681724845995893,0.0
0.47091033538672145,0.0002149982889424252
0.4736481861738535,0.0
0.47638603696098564,0.00010765700697220649
0.4791238877481177,0.0004309849301835011
0.48186173853524983,0.00021564012404417973
0.48459958932238195,0.0
0.487337440109514,0.0002158998665683563
0.49007529089664614,0.0
0.4928131416837782,0.00010800362471610064
0.49555099247091033,0.00032413005793095317
0.49828884325804246,0.0001081525600377288
0.5010266940451745,0.0
0.5037645448323066,0.0003248734669965547
0.5065023956194388,0.0
0.5092402464065708,0.00010841405516032518
0.5119780971937029,0.00010848502391509
0.5147159479808351,0.0
0.5174537987679672,0.0
0.5201916495550992,0.0
0.5229295003422314,0.0
0.5256673511293635,0.0
0.5284052019164955,0.00010886533769798085
0.5311430527036276,0.00010901562227370691
0.5338809034907598,0.0
0.5366187542778919,0.00021825302340040806
0.5393566050650239,0.00010924695636189589
0.5420944558521561,0.0001093363816227778
0.5448323066392882,0.00010947733961478678
0.5475701574264202,0.0003287096595471661
0.5503080082135524,0.0
0.5530458590006845,0.0
0.5557837097878165,0.0001097546568135801
0.5585215605749486,0.0
0.5612594113620808,0.0
0.5639972621492129,0.0
0.5667351129363449,0.0
0.5694729637234771,0.00011021431194544494
0.5722108145106092,0.00011025969162196729
0.5749486652977412,0.0
0.5776865160848734,0.00011049107404629607
0.5804243668720055,0.00011053970995835657
0.5831622176591376,0.0
0.5859000684462696,0.00011067711932546009
0.5886379192334018,0.0
0.5913757700205339,0.0
0.5941136208076659,0.0
0.5968514715947981,0.0
0.5995893223819302,0.00011106324615086944
0.6023271731690623,0.0
0.6050650239561944,0.0
0.6078028747433265,0.0
0.6105407255304586,0.00011116629923092843
0.6132785763175906,0.0
0.6160164271047228,0.0003340188334012663
0.6187542778918549,0.0
0.621492128678987,0.0
0.6242299794661191,0.00011160948315707597
0.6269678302532512,0.0
0.6297056810403833,0.00022344586583052334
0.6324435318275154,0.00011182522977376846
0.6351813826146475,0.0
0.6379192334017796,0.0
0.6406570841889117,0.0
0.6433949349760438,0.0
0.6461327857631759,0.0
0.648870636550308,0.00022456581541186168
0.6516084873374401,0.0
0.6543463381245722,0.0
0.6570841889117043,0.00022520944032070072
0.6598220396988365,0.0
0.6625598904859685,0.0
0.6652977412731006,0.0002255875380901901
0.6680355920602327,0.0
0.6707734428473648,0.00011304146016206728
0.6735112936344969,0.0
0.676249144421629,0.00011318535917396068
0.6789869952087612,0.00011326427963517936
0.6817248459958932,0.0
0.6844626967830253,0.0
0.6872005475701575,0.0001134125083546004
0.6899383983572895,0.0001135171602920766
0.6926762491444216,0.0
0.6954140999315537,0.00011375502455808405
0.6981519507186859,0.0
0.7008898015058179,0.00022810550673656223
0.70362765229295,0.0
0.7063655030800822,0.0
0.7091033538672142,0.0
0.7118412046543463,0.0
0.7145790554414785,0.0
0.7173169062286106,0.0
0.7200547570157426,0.00011457771524589273
0.7227926078028748,0.00011466637637037294
0.7255304585900069,0.0
0.7282683093771389,0.0
0.731006160164271,0.00011482407595797369
0.7337440109514032,0.00011491274957052323
0.7364818617385352,0.0
0.7392197125256673,0.00011523082488717909
0.7419575633127995,0.00011530890624233978
0.7446954140999316,0.0
0.7474332648870636,0.00023091445378638255
0.7501711156741958,0.00011555712105287313
0.7529089664613279,0.00011567875586626111
0.75564681724846,0.0
0.758384668035592,0.0002316567852911803
0.7611225188227242,0.0
0.7638603696098563,0.0
0.7665982203969883,0.00023212448491532128
0.7693360711841205,0.00011615147540813325
0.7720739219712526,0.0
0.7748117727583846,0.0
0.7775496235455168,0.0
0.7802874743326489,0.00011652719090100765
0.783025325119781,0.0
0.785763175906913,0.0
0.7885010266940452,0.0
0.7912388774811773,0.00011676110473584024
0.7939767282683093,0.0
0.7967145790554415,0.00011693019137156182
0.7994524298425736,0.0
0.8021902806297057,0.00011708602838225276
0.8049281314168378,0.0
0.8076659822039699,0.0
0.810403832991102,0.00011749977412729381
0.813141683778234,0.00011765339626035186
0.8158795345653662,0.00011771129143258393
0.8186173853524983,0.00011782401012898453
0.8213552361396304,0.00023580525053381465
0.8240930869267625,0.0
0.8268309377138946,0.0
0.8295687885010267,0.0
0.8323066392881588,0.0
0.8350444900752909,0.0
0.837782340862423,0.00011840868202841631
0.840520191649555,0.0
0.8432580424366872,0.0
0.8459958932238193,0.0
0.8487337440109514,0.0
0.8514715947980835,0.0
0.8542094455852156,0.0
0.8569472963723477,0.0001191239759349207
0.8596851471594799,0.00011918748932274545
0.8624229979466119,0.0
0.865160848733744,0.0
0.8678986995208761,0.0
0.8706365503080082,0.0
0.8733744010951403,0.0
0.8761122518822724,0.0
0.8788501026694046,0.0
0.8815879534565366,0.00012010275700955847
0.8843258042436687,0.0001202742157282921
0.8870636550308009,0.00012040880532527095
0.8898015058179329,0.0
0.892539356605065,0.0001205340421328089
0.8952772073921971,0.00012058538300089533
0.8980150581793293,0.00012071259877904617
0.9007529089664613,0.0
0.9062286105407256,0.0
0.9089664613278576,0.0
0.9117043121149897,0.0
0.9144421629021219,0.0
0.917180013689254,0.0
0.919917864476386,0.0
0.9226557152635181,0.0
0.9253935660506503,0.0
0.9281314168377823,0.0
0.9308692676249144,0.0
0.9336071184120466,0.0
0.9363449691991786,0.0
0.9390828199863107,0.0
0.9418206707734429,0.00036567335736721943
0.944558521560575,0.0
0.947296372347707,0.0
0.9500342231348392,0.0001223176080889329
0.9527720739219713,0.00012241686629243503
0.9555099247091033,0.0
0.9582477754962354,0.0
0.9609856262833676,0.0
0.9637234770704997,0.0
0.9664613278576317,0.0
0.9691991786447639,0.0
0.971937029431896,0.0
0.974674880219028,0.0
0.9774127310061602,0.0
0.9801505817932923,0.0
0.9828884325804244,0.0
0.9856262833675564,0.0
0.9883641341546886,0.0
0.9911019849418207,0.0
0.9938398357289527,0.0
0.9965776865160849,0.0
0.999315537303217,0.0
1.002053388090349,0.0
1.0047912388774811,0.0
1.0075290896646132,0.0
1.0102669404517455,0.00012445710235583295
1.0212183436002737,0.00012451686747314483
1.0294318959616702,0.00012457027002684852
1.0321697467488022,0.0
1.0349075975359343,0.0
1.0376454483230664,0.0
1.0403832991101984,0.0
1.0431211498973305,0.0
1.0458590006844628,0.00012474135051424942
1.051334702258727,0.00012479937053962707
1.054072553045859,0.0
1.056810403832991,0.0
1.0595482546201231,0.00012491660233108272
1.0650239561943875,0.0
1.0677618069815196,0.00012495796705592967
1.0704996577686516,0.0
1.0732375085557837,0.0
1.0787132101300478,0.0
1.08145106091718,0.0
1.0841889117043122,0.0
1.0869267624914443,0.0
